Latitude_Min,Latitude_Max,Longitude_Min,Longitude_Max,Average_Ca_Si_Ratio
-87.52679307502063,-87.1145919208574,-127.08931300503838,-118.27086517254477,0.11851736140450575
-87.52679307502063,-87.1145919208574,-118.27086517254477,-109.45241734005117,0.11851736140450575
-86.70239076669418,-86.29018961253095,-105.80208896777984,-99.0568243284871,0.028083139259775777
-86.70239076669418,-86.29018961253095,-99.0568243284871,-92.31155968919435,0.028083139259775777
-86.70239076669418,-86.29018961253095,-92.31155968919435,-85.56629504990161,0.028083139259775777
-86.70239076669418,-86.29018961253095,-85.56629504990161,-78.82103041060887,0.028083139259775777
-86.29018961253095,-85.87798845836772,-107.5659093104191,-101.52973508628736,0.028083139259775777
-86.29018961253095,-85.87798845836772,-101.52973508628736,-95.49356086215562,0.028083139259775777
-86.29018961253095,-85.87798845836772,-95.49356086215562,-89.45738663802388,0.028083139259775777
-86.29018961253095,-85.87798845836772,-89.45738663802388,-83.42121241389214,0.028083139259775777
-86.29018961253095,-85.87798845836772,-83.42121241389214,-77.3850381897604,0.028083139259775777
-85.87798845836772,-85.4657873042045,-108.9908396159314,-103.52859650946459,0.028083139259775777
-85.87798845836772,-85.4657873042045,-103.52859650946459,-98.06635340299778,0.028083139259775777
-85.87798845836772,-85.4657873042045,-98.06635340299778,-92.60411029653096,0.028083139259775777
-85.87798845836772,-85.4657873042045,-92.60411029653096,-87.14186719006415,0.028083139259775777
-85.87798845836772,-85.4657873042045,-87.14186719006415,-81.67962408359733,0.028083139259775777
-85.87798845836772,-85.4657873042045,-81.67962408359733,-76.21738097713052,0.028083139259775777
-85.4657873042045,-85.05358615004127,-105.17681397623562,-100.18860157465133,0.028083139259775777
-85.4657873042045,-85.05358615004127,-100.18860157465133,-95.20038917306704,0.028083139259775777
-85.4657873042045,-85.05358615004127,-95.20038917306704,-90.21217677148275,0.028083139259775777
-85.4657873042045,-85.05358615004127,-90.21217677148275,-85.22396436989845,0.028083139259775777
-85.4657873042045,-85.05358615004127,-85.22396436989845,-80.23575196831416,0.028083139259775777
-85.05358615004127,-84.64138499587804,-106.55830282141824,-101.96819674775688,0.028083139259775777
-85.05358615004127,-84.64138499587804,-101.96819674775688,-97.37809067409552,0.028083139259775777
-85.05358615004127,-84.64138499587804,-97.37809067409552,-92.78798460043416,0.028083139259775777
-85.05358615004127,-84.64138499587804,-92.78798460043416,-88.1978785267728,0.028083139259775777
-85.05358615004127,-84.64138499587804,-88.1978785267728,-83.60777245311144,0.028083139259775777
-85.05358615004127,-84.64138499587804,-83.60777245311144,-79.01766637945008,0.028083139259775777
-80.10717230008254,-79.69497114591931,-74.20997715277252,-71.85908775616747,0.08252334826568962
-80.10717230008254,-79.69497114591931,-71.85908775616747,-69.50819835956241,0.08252334826568962
-80.10717230008254,-79.69497114591931,-69.50819835956241,-67.15730896295736,0.08252334826568962
-79.69497114591931,-79.28276999175608,-73.79531358376727,-71.53563940469849,0.08252334826568962
-79.69497114591931,-79.28276999175608,-71.53563940469849,-69.2759652256297,0.08252334826568962
-79.69497114591931,-79.28276999175608,-69.2759652256297,-67.01629104656092,0.08252334826568962
-79.28276999175608,-78.87056883759286,-73.40631533856074,-71.23093401893954,0.08252334826568962
-79.28276999175608,-78.87056883759286,-71.23093401893954,-69.05555269931833,0.08252334826568962
-79.28276999175608,-78.87056883759286,-69.05555269931833,-66.88017137969712,0.08252334826568962
-78.87056883759286,-78.45836768342963,-73.0399582334654,-70.94270251255296,0.08252334826568962
-78.87056883759286,-78.45836768342963,-70.94270251255296,-68.84544679164051,0.08252334826568962
-78.87056883759286,-78.45836768342963,-68.84544679164051,-66.74819107072807,0.08252334826568962
-77.22176422093995,-76.80956306677672,78.68988834137667,80.52456840053537,0.09952344764107257
-77.22176422093995,-76.80956306677672,80.52456840053537,82.35924845969407,0.09952344764107257
-77.22176422093995,-76.80956306677672,82.35924845969407,84.19392851885277,0.09952344764107257
-76.80956306677672,-76.39736191261349,77.98600813163932,79.76522198082301,0.09952344764107257
-76.80956306677672,-76.39736191261349,79.76522198082301,81.5444358300067,0.09952344764107257
-76.80956306677672,-76.39736191261349,81.5444358300067,83.32364967919045,0.09952344764107257
-76.80956306677672,-76.39736191261349,111.79107126612996,113.57028511531371,0.01144466550884679
-76.80956306677672,-76.39736191261349,113.57028511531371,115.3494989644974,0.01144466550884679
-76.80956306677672,-76.39736191261349,115.3494989644974,117.12871281368109,0.01144466550884679
-76.39736191261349,-75.98516075845026,77.33636673201681,79.0634564416277,0.09952344764107257
-76.39736191261349,-75.98516075845026,79.0634564416277,80.79054615123857,0.09952344764107257
-76.39736191261349,-75.98516075845026,80.79054615123857,82.5176358608494,0.09952344764107257
-76.39736191261349,-75.98516075845026,82.5176358608494,84.24472557046022,0.09952344764107257
-76.39736191261349,-75.98516075845026,111.87816092423384,113.60525063384472,0.01144466550884679
-76.39736191261349,-75.98516075845026,113.60525063384472,115.3323403434556,0.01144466550884679
-76.39736191261349,-75.98516075845026,115.3323403434556,117.05943005306642,0.01144466550884679
-75.98516075845026,-75.57295960428704,78.41463281631354,80.09264991252337,0.09952344764107257
-75.98516075845026,-75.57295960428704,80.09264991252337,81.7706670087332,0.09952344764107257
-75.98516075845026,-75.57295960428704,81.7706670087332,83.44868410494303,0.09952344764107257
-75.98516075845026,-75.57295960428704,111.9749747405101,113.65299183671993,0.01144466550884679
-75.98516075845026,-75.57295960428704,113.65299183671993,115.33100893292976,0.01144466550884679
-75.98516075845026,-75.57295960428704,115.33100893292976,117.00902602913959,0.01144466550884679
-75.57295960428704,-75.16075845012381,-78.83223133111056,-77.20049312677364,0.059875925440846356
-75.57295960428704,-75.16075845012381,-77.20049312677364,-75.56875492243671,0.059875925440846356
-75.57295960428704,-75.16075845012381,-75.56875492243671,-73.93701671809978,0.059875925440846356
-75.57295960428704,-75.16075845012381,-73.93701671809978,-72.30527851376286,0.059875925440846356
-75.57295960428704,-75.16075845012381,112.08113857630985,113.71287678064675,0.01144466550884679
-75.57295960428704,-75.16075845012381,113.71287678064675,115.34461498498365,0.01144466550884679
-75.57295960428704,-75.16075845012381,115.34461498498365,116.9763531893206,0.01144466550884679
-75.16075845012381,-74.74855729596058,-78.36649701942224,-76.77847353535071,0.059875925440846356
-75.16075845012381,-74.74855729596058,-76.77847353535071,-75.19045005127919,0.059875925440846356
-75.16075845012381,-74.74855729596058,-75.19045005127919,-73.60242656720766,0.059875925440846356
-75.16075845012381,-74.74855729596058,-73.60242656720766,-72.01440308313613,0.059875925440846356
-75.16075845012381,-74.74855729596058,55.02747564258607,56.615499126657596,0.448455940624194
-75.16075845012381,-74.74855729596058,56.615499126657596,58.203522610729124,0.448455940624194
-75.16075845012381,-74.74855729596058,58.203522610729124,59.79154609480065,0.448455940624194
-74.74855729596058,-74.33635614179735,-77.91992038652143,-76.37325251358993,0.059875925440846356
-74.74855729596058,-74.33635614179735,-76.37325251358993,-74.82658464065844,0.059875925440846356
-74.74855729596058,-74.33635614179735,-74.82658464065844,-73.27991676772695,0.059875925440846356
-74.74855729596058,-74.33635614179735,-73.27991676772695,-71.73324889479545,0.059875925440846356
-74.74855729596058,-74.33635614179735,55.09351668558702,56.64018455851851,0.448455940624194
-74.74855729596058,-74.33635614179735,56.64018455851851,58.186852431450006,0.448455940624194
-74.74855729596058,-74.33635614179735,58.186852431450006,59.7335203043815,0.448455940624194
-74.33635614179735,-73.92415498763413,-77.49084213253525,-75.98335451683724,0.059875925440846356
-74.33635614179735,-73.92415498763413,-75.98335451683724,-74.47586690113923,0.059875925440846356
-74.33635614179735,-73.92415498763413,-74.47586690113923,-72.96837928544122,0.059875925440846356
-74.33635614179735,-73.92415498763413,-72.96837928544122,-71.4608916697432,0.059875925440846356
-74.33635614179735,-73.92415498763413,55.16806804888972,56.67555566458773,0.448455940624194
-74.33635614179735,-73.92415498763413,56.67555566458773,58.183043280285744,0.448455940624194
-74.33635614179735,-73.92415498763413,58.183043280285744,59.690530895983755,0.448455940624194
-73.92415498763413,-73.5119538334709,-78.54808785593619,-77.07777028863092,0.059875925440846356
-73.92415498763413,-73.5119538334709,-77.07777028863092,-75.60745272132564,0.059875925440846356
-73.92415498763413,-73.5119538334709,-75.60745272132564,-74.13713515402037,0.059875925440846356
-73.92415498763413,-73.5119538334709,-74.13713515402037,-72.6668175867151,0.059875925440846356
-73.92415498763413,-73.5119538334709,-72.6668175867151,-71.19650001940983,0.059875925440846356
-73.92415498763413,-73.5119538334709,55.25081076884362,56.721128336148894,0.448455940624194
-73.92415498763413,-73.5119538334709,56.721128336148894,58.19144590345417,0.448455940624194
-73.92415498763413,-73.5119538334709,58.19144590345417,59.66176347075944,0.448455940624194
-73.92415498763413,-73.5119538334709,77.30557427842268,78.77589184572798,0.3591580957266899
-73.92415498763413,-73.5119538334709,78.77589184572798,80.24620941303328,0.3591580957266899
-73.92415498763413,-73.5119538334709,80.24620941303328,81.71652698033853,0.3591580957266899
-73.92415498763413,-73.5119538334709,81.71652698033853,83.18684454764377,0.3591580957266899
-73.5119538334709,-73.09975267930767,-70.93932395699039,-69.50431506168763,0.10088474775565877
-73.5119538334709,-73.09975267930767,-69.50431506168763,-68.06930616638488,0.10088474775565877
-73.5119538334709,-73.09975267930767,78.30160115449644,79.7366100497992,0.2853511583214494
-73.5119538334709,-73.09975267930767,79.7366100497992,81.17161894510195,0.2853511583214494
-73.5119538334709,-73.09975267930767,81.17161894510195,82.60662784040471,0.2853511583214494
-73.09975267930767,-72.68755152514444,-70.68868506965879,-69.28725795516723,0.10726556231055376
-73.09975267930767,-72.68755152514444,-69.28725795516723,-67.88583084067568,0.10726556231055376
-73.09975267930767,-72.68755152514444,77.86258906644593,79.26401618093746,0.30317153231512733
-73.09975267930767,-72.68755152514444,79.26401618093746,80.66544329542904,0.30317153231512733
-73.09975267930767,-72.68755152514444,80.66544329542904,82.06687040992063,0.30317153231512733
-72.68755152514444,-72.27535037098122,-71.81341847706105,-70.4439680780365,0.12187923490823355
-72.68755152514444,-72.27535037098122,-70.4439680780365,-69.07451767901196,0.12187923490823355
-72.68755152514444,-72.27535037098122,-69.07451767901196,-67.70506727998742,0.12187923490823355
-72.68755152514444,-72.27535037098122,-43.05496009754563,-41.68550969852109,0.009435707045444932
-72.68755152514444,-72.27535037098122,-41.68550969852109,-40.316059299496544,0.009435707045444932
-72.68755152514444,-72.27535037098122,55.545468632221514,56.91491903124606,0.47314354244560486
-72.68755152514444,-72.27535037098122,56.91491903124606,58.2843694302706,0.47314354244560486
-72.68755152514444,-72.27535037098122,58.2843694302706,59.653819829295145,0.47314354244560486
-72.68755152514444,-72.27535037098122,77.45667501661421,78.82612541563878,0.30317153231512733
-72.68755152514444,-72.27535037098122,78.82612541563878,80.1955758146633,0.30317153231512733
-72.68755152514444,-72.27535037098122,80.1955758146633,81.56502621368782,0.30317153231512733
-72.68755152514444,-72.27535037098122,81.56502621368782,82.93447661271239,0.2853511583214494
-72.27535037098122,-71.86314921681799,-71.54358168704653,-70.20461355972611,0.14988046027338375
-72.27535037098122,-71.86314921681799,-70.20461355972611,-68.8656454324057,0.14988046027338375
-72.27535037098122,-71.86314921681799,-68.8656454324057,-67.52667730508529,0.14988046027338375
-72.27535037098122,-71.86314921681799,-43.42525101331785,-42.086282885997434,0.07538082081114986
-72.27535037098122,-71.86314921681799,-42.086282885997434,-40.74731475867702,0.07538082081114986
-72.27535037098122,-71.86314921681799,-40.74731475867702,-39.40834663135661,0.19304555798774822
-72.27535037098122,-71.86314921681799,-39.40834663135661,-38.069378504036194,0.428375032340945
-72.27535037098122,-71.86314921681799,-38.069378504036194,-36.73041037671578,0.428375032340945
-72.27535037098122,-71.86314921681799,-36.73041037671578,-35.39144224939537,0.428375032340945
-72.27535037098122,-71.86314921681799,55.658390408392734,56.99735853571315,0.47314354244560486
-72.27535037098122,-71.86314921681799,56.99735853571315,58.33632666303356,0.47314354244560486
-72.27535037098122,-71.86314921681799,58.33632666303356,59.67529479035397,0.47314354244560486
-72.27535037098122,-71.86314921681799,77.08188044551935,78.42084857283976,0.25756646154386015
-72.27535037098122,-71.86314921681799,78.42084857283976,79.75981670016017,0.25756646154386015
-72.27535037098122,-71.86314921681799,79.75981670016017,81.09878482748059,0.25756646154386015
-72.27535037098122,-71.86314921681799,81.09878482748059,82.437752954801,0.25756646154386015
-71.86314921681799,-71.45094806265476,-71.27999127693795,-69.97011165376853,0.15265243723497915
-71.86314921681799,-71.45094806265476,-69.97011165376853,-68.6602320305991,0.15265243723497915
-71.86314921681799,-71.45094806265476,-68.6602320305991,-67.35035240742968,0.15265243723497915
-71.86314921681799,-71.45094806265476,-43.77251919038008,-42.46263956721066,0.07538082081114986
-71.86314921681799,-71.45094806265476,-42.46263956721066,-41.152759944041236,0.07538082081114986
-71.86314921681799,-71.45094806265476,-41.152759944041236,-39.842880320871814,0.07538082081114986
-71.86314921681799,-71.45094806265476,-39.842880320871814,-38.53300069770239,0.4785938593296856
-71.86314921681799,-71.45094806265476,-38.53300069770239,-37.22312107453297,0.4785938593296856
-71.86314921681799,-71.45094806265476,-37.22312107453297,-35.91324145136355,0.4785938593296856
-71.86314921681799,-71.45094806265476,55.778332170496014,57.08821179366544,0.5408302763774073
-71.86314921681799,-71.45094806265476,57.08821179366544,58.39809141683486,0.5408302763774073
-71.86314921681799,-71.45094806265476,58.39809141683486,59.70797104000428,0.5408302763774073
-71.86314921681799,-71.45094806265476,78.0462857643762,79.35616538754562,0.2726478638119351
-71.86314921681799,-71.45094806265476,79.35616538754562,80.66604501071504,0.2726478638119351
-71.86314921681799,-71.45094806265476,80.66604501071504,81.97592463388446,0.2726478638119351
-71.45094806265476,-71.03874690849153,-71.02208965794972,-69.73999659510207,0.16190905832149552
-71.45094806265476,-71.03874690849153,-69.73999659510207,-68.45790353225442,0.16190905832149552
-71.45094806265476,-71.03874690849153,-68.45790353225442,-67.17581046940677,0.16190905832149552
-71.45094806265476,-71.03874690849153,-44.09813533814906,-42.81604227530141,0.07538082081114986
-71.45094806265476,-71.03874690849153,-42.81604227530141,-41.53394921245376,0.07538082081114986
-71.45094806265476,-71.03874690849153,-41.53394921245376,-40.25185614960611,0.07538082081114986
-71.45094806265476,-71.03874690849153,-40.25185614960611,-38.96976308675846,0.4785938593296856
-71.45094806265476,-71.03874690849153,-38.96976308675846,-37.68767002391081,0.4785938593296856
-71.45094806265476,-71.03874690849153,-37.68767002391081,-36.40557696106316,0.4785938593296856
-71.45094806265476,-71.03874690849153,-36.40557696106316,-35.12348389821551,0.4785938593296856
-71.45094806265476,-71.03874690849153,55.90512356396766,57.187216626815314,0.5551076591866991
-71.45094806265476,-71.03874690849153,57.187216626815314,58.469309689662964,0.5551076591866991
-71.45094806265476,-71.03874690849153,58.469309689662964,59.751402752510614,0.5551076591866991
-71.45094806265476,-71.03874690849153,77.70070563237772,78.98279869522537,0.23339122965100575
-71.45094806265476,-71.03874690849153,78.98279869522537,80.26489175807302,0.23339122965100575
-71.45094806265476,-71.03874690849153,80.26489175807302,81.54698482092067,0.23339122965100575
-71.03874690849153,-70.6265457543283,-70.76936647733754,-69.51384195408855,0.15090777258939098
-71.03874690849153,-70.6265457543283,-69.51384195408855,-68.25831743083955,0.15090777258939098
-71.03874690849153,-70.6265457543283,-68.25831743083955,-67.00279290759056,0.15090777258939098
-71.03874690849153,-70.6265457543283,-43.14782696585968,-41.892302442610685,0.07538082081114986
-71.03874690849153,-70.6265457543283,-41.892302442610685,-40.63677791936169,0.07538082081114986
-71.03874690849153,-70.6265457543283,-40.63677791936169,-39.3812533961127,0.2769873400704177
-71.03874690849153,-70.6265457543283,-39.3812533961127,-38.125728872863704,0.4785938593296856
-71.03874690849153,-70.6265457543283,-38.125728872863704,-36.87020434961471,0.4785938593296856
-71.03874690849153,-70.6265457543283,-36.87020434961471,-35.614679826365716,0.4785938593296856
-71.03874690849153,-70.6265457543283,56.03861037081083,57.29413489405982,0.5397189195906101
-71.03874690849153,-70.6265457543283,57.29413489405982,58.54965941730882,0.5397189195906101
-71.03874690849153,-70.6265457543283,58.54965941730882,59.80518394055781,0.5397189195906101
-71.03874690849153,-70.6265457543283,77.38252726604372,78.63805178929272,0.251872397731494
-71.03874690849153,-70.6265457543283,78.63805178929272,79.89357631254171,0.251872397731494
-71.03874690849153,-70.6265457543283,79.89357631254171,81.1491008357907,0.251872397731494
-71.03874690849153,-70.6265457543283,81.1491008357907,82.4046253590397,0.23956565556666104
-70.6265457543283,-70.21434460016508,-70.5213536274411,-69.29125647718763,0.1360236350411917
-70.6265457543283,-70.21434460016508,-69.29125647718763,-68.06115932693416,0.1360236350411917
-70.6265457543283,-70.21434460016508,-68.06115932693416,-66.83106217668069,0.1360236350411917
-70.6265457543283,-70.21434460016508,-43.459216321864744,-42.22911917161127,0.09500343683892751
-70.6265457543283,-70.21434460016508,-42.22911917161127,-40.9990220213578,0.09500343683892751
-70.6265457543283,-70.21434460016508,-40.9990220213578,-39.76892487110433,0.09500343683892751
-70.6265457543283,-70.21434460016508,-39.76892487110433,-38.53882772085086,0.4285209269653656
-70.6265457543283,-70.21434460016508,-38.53882772085086,-37.30873057059739,0.4285209269653656
-70.6265457543283,-70.21434460016508,-37.30873057059739,-36.07863342034392,0.4285209269653656
-70.6265457543283,-70.21434460016508,-36.07863342034392,-34.84853627009045,0.428375032340945
-70.6265457543283,-70.21434460016508,56.17865284866639,57.40874999891986,0.5099071448314483
-70.6265457543283,-70.21434460016508,57.40874999891986,58.63884714917333,0.5099071448314483
-70.6265457543283,-70.21434460016508,58.63884714917333,59.8689442994268,0.5099071448314483
-70.6265457543283,-70.21434460016508,77.09030440297539,78.32040155322886,0.292844347413553
-70.6265457543283,-70.21434460016508,78.32040155322886,79.55049870348233,0.292844347413553
-70.6265457543283,-70.21434460016508,79.55049870348233,80.7805958537358,0.292844347413553
-70.6265457543283,-70.21434460016508,80.7805958537358,82.01069300398927,0.292844347413553
-70.21434460016508,-69.80214344600185,-112.47853592123079,-111.27279549125277,0.14144114103755395
-70.21434460016508,-69.80214344600185,-111.27279549125277,-110.06705506127474,0.14144114103755395
-70.21434460016508,-69.80214344600185,-110.06705506127474,-108.86131463129672,0.14144114103755395
-70.21434460016508,-69.80214344600185,-71.48336130197805,-70.27762087200003,0.1288871491933446
-70.21434460016508,-69.80214344600185,-70.27762087200003,-69.071880442022,0.15654906244428599
-70.21434460016508,-69.80214344600185,-69.071880442022,-67.86614001204399,0.15654906244428599
-70.21434460016508,-69.80214344600185,-43.75133141248355,-42.54559098250553,0.04868093910100024
-70.21434460016508,-69.80214344600185,-42.54559098250553,-41.33985055252751,0.04868093910100024
-70.21434460016508,-69.80214344600185,-41.33985055252751,-40.13411012254949,0.04868093910100024
-70.21434460016508,-69.80214344600185,-40.13411012254949,-38.928369692571465,0.38274946021791584
-70.21434460016508,-69.80214344600185,-38.928369692571465,-37.72262926259344,0.38274946021791584
-70.21434460016508,-69.80214344600185,-37.72262926259344,-36.51688883261542,0.38274946021791584
-70.21434460016508,-69.80214344600185,-36.51688883261542,-35.3111484026374,0.38274946021791584
-70.21434460016508,-69.80214344600185,56.32512427569225,57.53086470567027,0.46635292337522083
-70.21434460016508,-69.80214344600185,57.53086470567027,58.73660513564829,0.46635292337522083
-70.21434460016508,-69.80214344600185,58.73660513564829,59.94234556562631,0.46635292337522083
-70.21434460016508,-69.80214344600185,76.82271158531864,78.02845201529664,0.31290773844340103
-70.21434460016508,-69.80214344600185,78.02845201529664,79.23419244527463,0.308080887764116
-70.21434460016508,-69.80214344600185,79.23419244527463,80.43993287525268,0.308080887764116
-70.21434460016508,-69.80214344600185,80.43993287525268,81.64567330523073,0.308080887764116
-69.80214344600185,-69.38994229183862,-112.60379574341562,-111.42140619505449,0.13529242847735534
-69.80214344600185,-69.38994229183862,-111.42140619505449,-110.23901664669336,0.13529242847735534
-69.80214344600185,-69.38994229183862,-110.23901664669336,-109.05662709833223,0.13529242847735534
-69.80214344600185,-69.38994229183862,-71.22016155077608,-70.03777200241495,0.14943273963443288
-69.80214344600185,-69.38994229183862,-70.03777200241495,-68.85538245405382,0.14943273963443288
-69.80214344600185,-69.38994229183862,-68.85538245405382,-67.6729929056927,0.14943273963443288
-69.80214344600185,-69.38994229183862,-44.025201938470104,-42.842812390108975,0.04868093910100024
-69.80214344600185,-69.38994229183862,-42.842812390108975,-41.660422841747845,0.04868093910100024
-69.80214344600185,-69.38994229183862,-41.660422841747845,-40.478033293386716,0.04868093910100024
-69.80214344600185,-69.38994229183862,-40.478033293386716,-39.295643745025586,0.2848729759701796
-69.80214344600185,-69.38994229183862,-39.295643745025586,-38.11325419666446,0.2848729759701796
-69.80214344600185,-69.38994229183862,-38.11325419666446,-36.93086464830333,0.2848729759701796
-69.80214344600185,-69.38994229183862,-36.93086464830333,-35.7484750999422,0.2848729759701796
-69.80214344600185,-69.38994229183862,56.477909672225906,57.660299220587035,0.439630901930961
-69.80214344600185,-69.38994229183862,57.660299220587035,58.842688768948165,0.439630901930961
-69.80214344600185,-69.38994229183862,58.842688768948165,60.025078317309294,0.439630901930961
-69.80214344600185,-69.38994229183862,77.76092154272624,78.94331109108737,0.2978255123280298
-69.80214344600185,-69.38994229183862,78.94331109108737,80.1257006394485,0.2978255123280298
-69.80214344600185,-69.38994229183862,80.1257006394485,81.30809018780963,0.2978255123280298
-69.38994229183862,-68.9777411376754,-112.72088004349087,-111.5608952166545,0.13529242847735534
-69.38994229183862,-68.9777411376754,-111.5608952166545,-110.40091038981814,0.13529242847735534
-69.38994229183862,-68.9777411376754,-110.40091038981814,-109.24092556298177,0.13529242847735534
-69.38994229183862,-68.9777411376754,-70.96142627738175,-69.80144145054538,0.20594863255313134
-69.38994229183862,-68.9777411376754,-69.80144145054538,-68.64145662370902,0.20594863255313134
-69.38994229183862,-68.9777411376754,-68.64145662370902,-67.48147179687265,0.20594863255313134
-69.38994229183862,-68.9777411376754,-43.121790433309,-41.96180560647264,0.04868093910100024
-69.38994229183862,-68.9777411376754,-41.96180560647264,-40.80182077963627,0.04868093910100024
-69.38994229183862,-68.9777411376754,-40.80182077963627,-39.64183595279991,0.13324635732093687
-69.38994229183862,-68.9777411376754,-39.64183595279991,-38.481851125963544,0.26810767586285306
-69.38994229183862,-68.9777411376754,-38.481851125963544,-37.32186629912718,0.26810767586285306
-69.38994229183862,-68.9777411376754,-37.32186629912718,-36.161881472290816,0.26810767586285306
-69.38994229183862,-68.9777411376754,2.1176178133092094,3.277602640145574,0.14765311334433073
-69.38994229183862,-68.9777411376754,3.277602640145574,4.437587466981938,0.14765311334433073
-69.38994229183862,-68.9777411376754,4.437587466981938,5.597572293818303,0.14765311334433073
-69.38994229183862,-68.9777411376754,56.636904674618336,57.7968895014547,0.44384876135550194
-69.38994229183862,-68.9777411376754,57.7968895014547,58.956874328291065,0.44384876135550194
-69.38994229183862,-68.9777411376754,58.956874328291065,60.11685915512743,0.44384876135550194
-69.38994229183862,-68.9777411376754,77.5166315576729,78.67661638450926,0.3093677368773956
-69.38994229183862,-68.9777411376754,78.67661638450926,79.83660121134562,0.3093677368773956
-69.38994229183862,-68.9777411376754,79.83660121134562,80.99658603818199,0.3093677368773956
-68.9777411376754,-68.56553998351217,-112.83019779855533,-111.69172657480203,0.13529242847735534
-68.9777411376754,-68.56553998351217,-111.69172657480203,-110.55325535104873,0.13529242847735534
-68.9777411376754,-68.56553998351217,-110.55325535104873,-109.41478412729543,0.13529242847735534
-68.9777411376754,-68.56553998351217,-74.12217619094315,-72.98370496718985,0.04807104483559187
-68.9777411376754,-68.56553998351217,-72.98370496718985,-71.84523374343655,0.04807104483559187
-68.9777411376754,-68.56553998351217,-71.84523374343655,-70.70676251968325,0.04807104483559187
-68.9777411376754,-68.56553998351217,-70.70676251968325,-69.56829129592995,0.2128034779421904
-68.9777411376754,-68.56553998351217,-69.56829129592995,-68.42982007217665,0.2128034779421904
-68.9777411376754,-68.56553998351217,-68.42982007217665,-67.29134884842335,0.2128034779421904
-68.9777411376754,-68.56553998351217,-43.383453149604065,-42.244981925850766,0.026701230432440427
-68.9777411376754,-68.56553998351217,-42.244981925850766,-41.10651070209747,0.026701230432440427
-68.9777411376754,-68.56553998351217,-41.10651070209747,-39.96803947834417,0.026701230432440427
-68.9777411376754,-68.56553998351217,-39.96803947834417,-38.82956825459087,0.26810767586285306
-68.9777411376754,-68.56553998351217,-38.82956825459087,-37.69109703083757,0.26810767586285306
-68.9777411376754,-68.56553998351217,-37.69109703083757,-36.55262580708427,0.26810767586285306
-68.9777411376754,-68.56553998351217,-36.55262580708427,-35.41415458333097,0.2848729759701796
-68.9777411376754,-68.56553998351217,2.155395800527913,3.2938670242812123,0.08394166895146271
-68.9777411376754,-68.56553998351217,3.2938670242812123,4.432338248034512,0.08394166895146271
-68.9777411376754,-68.56553998351217,4.432338248034512,5.570809471787811,0.08394166895146271
-68.9777411376754,-68.56553998351217,56.80201454068629,57.940485764439586,0.4555372317562716
-68.9777411376754,-68.56553998351217,57.940485764439586,59.078956988192886,0.4555372317562716
-68.9777411376754,-68.56553998351217,59.078956988192886,60.217428211946185,0.4555372317562716
-68.9777411376754,-68.56553998351217,77.29449656824568,78.43296779199898,0.2805329596235657
-68.9777411376754,-68.56553998351217,78.43296779199898,79.57143901575228,0.2805329596235657
-68.9777411376754,-68.56553998351217,79.57143901575228,80.70991023950558,0.2805329596235657
-68.9777411376754,-68.56553998351217,80.70991023950558,81.84838146325887,0.31290773844340103
-68.56553998351217,-68.15333882934894,-112.93212643325603,-111.81432854047696,0.07391084752088956
-68.56553998351217,-68.15333882934894,-111.81432854047696,-110.6965306476979,0.07391084752088956
-68.56553998351217,-68.15333882934894,-110.6965306476979,-109.57873275491883,0.07391084752088956
-68.56553998351217,-68.15333882934894,-73.80920018598871,-72.69140229320965,0.04807104483559187
